season,Coach,Team,conference,current_season_W,current_season_L,current_season_W-L%,current_season_AP Pre,current_season_AP Post,current_season_NCAA Tournament,career_at_school_Since,career_at_school_W,career_at_school_L,career_at_school_W-L%,career_at_school_NCAA,career_at_school_S16,career_at_school_FF,career_at_school_Chmp,career_overall_W,career_overall_L,career_overall_W-L%,career_overall_NCAA,career_overall_S16,career_overall_FF,career_overall_Chmp
2011,Donnie Tyndall,Morehead State,OVC,25,10,0.714,0,0,Lost Third Round,2006-07,96,70,0.578,2,0,0,0,96,70,0.578,2,0,0,0
2011,Murry Bartow,ETSU,A-Sun,24,12,0.667,0,0,0,2003-04,162,99,0.621,3,0,0,0,265,182,0.593,4,0,0,0
2011,Tad Boyle,Colorado,Big 12,24,14,0.632,0,0,0,2010-11,24,14,0.632,0,0,0,0,80,80,0.5,0,0,0,0
2011,Edward Joyner Jr,Hampton,MEAC,24,9,0.727,0,0,Lost Second Round,2009-10,38,27,0.585,1,0,0,0,38,27,0.585,1,0,0,0
2011,Kerry Keating,Santa Clara,WCC,24,14,0.632,0,0,0,2007-08,66,68,0.493,0,0,0,0,66,68,0.493,0,0,0,0
2011,Tommy Amaker,Harvard,Ivy,23,7,0.767,0,0,0,2007-08,66,51,0.564,0,0,0,0,242,190,0.56,1,1,0,0
2011,Keith Dambrot,Akron,MAC,23,13,0.639,0,0,Lost Second Round,2004-05,162,75,0.684,2,0,0,0,182,109,0.625,2,0,0,0
2011,Tommy Dempsey,Rider,MAAC,23,11,0.676,0,0,0,2005-06,106,86,0.552,0,0,0,0,106,86,0.552,0,0,0,0
2011,Homer Drew,Valparaiso,Horizon,23,12,0.657,0,0,0,1988-89,370,306,0.547,7,1,0,0,370,306,0.547,7,1,0,0
2011,Leonard Hamilton ,Florida State,ACC,23,11,0.676,0,0,Lost Regional Semifinal,2002-03,176,117,0.601,3,1,0,0,376,327,0.535,6,2,0,0
2011,Mike Lonergan,Vermont,AEC,23,9,0.719,0,0,0,2005-06,126,68,0.649,1,0,0,0,126,68,0.649,1,0,0,0
2011,Greg McDermott,Creighton,MVC,23,16,0.59,0,0,0,2010-11,23,16,0.59,0,0,0,0,172,147,0.539,3,0,0,0
2011,Ken Bone,Washington State,Pac-10,22,13,0.629,0,0,0,2009-10,38,28,0.576,0,0,0,0,115,77,0.599,2,0,0,0
2011,Brad Brownell,Clemson,ACC,22,12,0.647,0,0,Lost Second Round,2010-11,22,12,0.647,1,0,0,0,189,97,0.661,4,0,0,0
2011,Larry Eustachy,Southern Miss,CUSA,22,10,0.688,0,0,0,2004-05,117,104,0.529,0,0,0,0,377,249,0.602,3,1,0,0
2011,Tom Herrion,Marshall,CUSA,22,12,0.647,0,0,0,2010-11,22,12,0.647,0,0,0,0,102,50,0.671,0,0,0,0
2011,Jeff Jackson,Furman,Southern,22,11,0.667,0,0,0,2006-07,63,91,0.409,0,0,0,0,84,151,0.357,0,0,0,0
2011,Jeff Jones,American,Patriot,22,9,0.71,0,0,0,2000-01,181,151,0.545,2,0,0,0,327,255,0.562,7,2,0,0
2011,Johnny Jones,North Texas,Sun Belt,22,11,0.667,0,0,0,2001-02,172,132,0.566,2,0,0,0,187,148,0.558,2,0,0,0
2011,Dan Monson,Long Beach State,Big West,22,12,0.647,0,0,0,2007-08,60,68,0.469,0,0,0,0,230,191,0.546,2,1,0,0
2011,Tom Moore,Quinnipiac,NEC,22,10,0.688,0,0,0,2007-08,75,51,0.595,0,0,0,0,75,51,0.595,0,0,0,0
2011,Leon Rice,Boise State,WAC,22,13,0.629,0,0,0,2010-11,22,13,0.629,0,0,0,0,22,13,0.629,0,0,0,0
2011,Dana Altman,Oregon,Pac-10,21,18,0.538,0,0,0,2010-11,21,18,0.538,0,0,0,0,431,261,0.623,8,0,0,0
2011,Matt Brady,James Madison,CAA,21,12,0.636,0,0,0,2008-09,55,47,0.539,0,0,0,0,128,97,0.569,0,0,0,0
2011,Mo Cassara,Hofstra,CAA,21,12,0.636,0,0,0,2010-11,21,12,0.636,0,0,0,0,21,12,0.636,0,0,0,0
2011,Patrick Chambers,Boston University,AEC,21,14,0.6,0,0,Lost Second Round,2009-10,42,28,0.6,1,0,0,0,42,28,0.6,1,0,0,0
2011,Bruiser Flint,Drexel,CAA,21,10,0.677,0,0,0,2001-02,170,134,0.559,0,0,0,0,256,206,0.554,2,0,0,0
2011,Steve Hawkins,Western Michigan,MAC,21,13,0.618,0,0,0,2003-04,145,112,0.564,1,0,0,0,145,112,0.564,1,0,0,0
2011,B.J. Hill ,Northern Colorado,Big Sky,21,11,0.656,0,0,Lost Second Round,2010-11,21,11,0.656,1,0,0,0,21,11,0.656,1,0,0,0
2011,Mike Jarvis,Florida Atlantic,Sun Belt,21,11,0.656,0,0,0,2008-09,41,53,0.436,0,0,0,0,404,255,0.613,9,2,0,0
2011,Donnie Jones ,UCF,CUSA,21,12,0.636,0,0,0,2010-11,21,12,0.636,0,0,0,0,76,53,0.589,0,0,0,0
2011,Steve Lavin,St. John's (NY),Big East,21,12,0.636,0,18,Lost Second Round,2010-11,21,12,0.636,1,0,0,0,166,90,0.648,7,5,0,0
2011,Clifford Reed,Bethune-Cookman,MEAC,21,13,0.618,0,0,0,2001-02,125,167,0.428,0,0,0,0,125,167,0.428,0,0,0,0
2011,Dave Simmons,McNeese State,Southland,21,12,0.636,0,0,0,2006-07,70,83,0.458,0,0,0,0,70,83,0.458,0,0,0,0
2011,Wayne Tinkle,Montana,Big Sky,21,11,0.656,0,0,0,2006-07,91,64,0.587,1,0,0,0,91,64,0.587,1,0,0,0
2011,Mike Young,Wofford,Southern,21,13,0.618,0,0,Lost Second Round,2002-03,137,139,0.496,2,0,0,0,137,139,0.496,2,0,0,0
2011,Jim Baron,Rhode Island,A-10,20,14,0.588,0,0,0,2001-02,176,143,0.552,0,0,0,0,382,345,0.525,2,0,0,0
2011,Eddie Biedenbach,UNC Asheville,Big South,20,14,0.588,0,0,Lost Second Round,1996-97,216,232,0.482,2,0,0,0,245,283,0.464,2,0,0,0
2011,Bill Carmody,Northwestern,Big Ten,20,14,0.588,0,0,0,2000-01,160,177,0.475,0,0,0,0,252,202,0.555,2,0,0,0
2011,Matt Doherty,SMU,CUSA,20,15,0.571,0,0,0,2006-07,67,90,0.427,0,0,0,0,157,161,0.494,1,0,0,0
2011,John Dunne,St. Peter's,MAAC,20,14,0.588,0,0,Lost Second Round,2006-07,58,96,0.377,1,0,0,0,58,96,0.377,1,0,0,0
2011,Andy Kennedy,Ole Miss,SEC,20,14,0.588,0,0,0,2006-07,105,64,0.621,0,0,0,0,126,77,0.621,0,0,0,0
2011,Greg Lansing,Indiana State,MVC,20,14,0.588,0,0,Lost Second Round,2010-11,20,14,0.588,1,0,0,0,20,14,0.588,1,0,0,0
2011,Dave Loos,Austin Peay,OVC,20,14,0.588,0,0,0,1990-91,351,290,0.548,3,0,0,0,351,290,0.548,3,0,0,0
2011,Eric Reveno,Portland,WCC,20,12,0.625,0,0,0,2006-07,78,81,0.491,0,0,0,0,78,81,0.491,0,0,0,0
2011,Mike Sutton,Tennessee Tech,OVC,20,13,0.606,0,0,0,2002-03,149,130,0.534,0,0,0,0,149,130,0.534,0,0,0,0
2011,Brooks Thompson,UTSA,Southland,20,14,0.588,0,0,Lost Second Round,2006-07,78,77,0.503,1,0,0,0,78,77,0.503,1,0,0,0
2011,Cliff Warren,Jacksonville,A-Sun,20,12,0.625,0,0,0,2005-06,92,92,0.5,0,0,0,0,92,92,0.5,0,0,0,0
2011,Reggie Witherspoon,Buffalo,MAC,20,14,0.588,0,0,0,1999-00,164,197,0.454,0,0,0,0,164,197,0.454,0,0,0,0
2011,Mike Adras,Northern Arizona,Big Sky,19,13,0.594,0,0,0,1999-00,191,163,0.54,1,0,0,0,191,163,0.54,1,0,0,0
2011,Gib Arnold,Hawaii,WAC,19,13,0.594,0,0,0,2010-11,19,13,0.594,0,0,0,0,19,13,0.594,0,0,0,0
2011,Ed DeChellis,Penn State,Big Ten,19,15,0.559,0,0,Lost Second Round,2003-04,114,138,0.452,1,0,0,0,219,231,0.487,2,0,0,0
2011,Howie Dickenman,Central Connecticut,NEC,19,12,0.613,0,0,0,1996-97,236,208,0.532,3,0,0,0,236,208,0.532,3,0,0,0
2011,Billy Donlon,Wright State,Horizon,19,14,0.576,0,0,0,2010-11,19,14,0.576,0,0,0,0,19,14,0.576,0,0,0,0
2011,Ron Everhart,Duquesne,A-10,19,13,0.594,0,0,0,2006-07,83,74,0.529,0,0,0,0,257,246,0.511,0,0,0,0
2011,Tony Harvey,Texas Southern,SWAC,19,13,0.594,0,0,0,2008-09,43,54,0.443,0,0,0,0,43,54,0.443,0,0,0,0
2011,Dick Hunsaker,Utah Valley,GWC,19,11,0.633,0,0,0,2004-05,117,86,0.576,0,0,0,0,232,132,0.637,2,1,0,0
2011,Ron Hunter,IUPUI,Summit,19,14,0.576,0,0,0,1998-99,221,179,0.552,1,0,0,0,221,179,0.552,1,0,0,0
2011,Brian Jones,North Dakota,GWC,19,15,0.559,0,0,0,2009-10,27,38,0.415,0,0,0,0,27,38,0.415,0,0,0,0
2011,Dale Layer,Liberty,Big South,19,13,0.594,0,0,0,2009-10,34,29,0.54,0,0,0,0,137,135,0.504,1,0,0,0
2011,Tim Miles,Colorado State,MWC,19,13,0.594,0,0,0,2007-08,51,76,0.402,0,0,0,0,87,96,0.475,0,0,0,0
2011,Scott Nagy,South Dakota State,Summit,19,12,0.613,0,0,0,2005-06,69,113,0.379,0,0,0,0,69,113,0.379,0,0,0,0
2011,Kevin O'Neill ,USC,Pac-10,19,15,0.559,0,0,Lost First Round,2009-10,35,29,0.547,1,0,0,0,206,209,0.496,4,1,0,0
2011,Doc Sadler,Nebraska,Big 12,19,13,0.594,0,0,0,2006-07,89,71,0.556,0,0,0,0,137,89,0.606,1,0,0,0
2011,Steve Shields,Little Rock,Sun Belt,19,17,0.528,0,0,Lost First Round,2003-04,132,112,0.541,1,0,0,0,132,112,0.541,1,0,0,0
2011,Scott Sutton,Oral Roberts,Summit,19,16,0.543,0,0,0,1999-00,223,155,0.59,3,0,0,0,223,155,0.59,3,0,0,0
2011,Billy Taylor,Ball State,MAC,19,13,0.594,0,0,0,2007-08,54,69,0.439,0,0,0,0,135,138,0.495,1,0,0,0
2011,Rex Walters,San Francisco,WCC,19,15,0.559,0,0,0,2008-09,42,52,0.447,0,0,0,0,73,85,0.462,0,0,0,0
2011,Doug Wojcik,Tulsa,CUSA,19,13,0.594,0,0,0,2005-06,123,78,0.612,0,0,0,0,123,78,0.612,0,0,0,0
2011,Duggar Baucom,VMI,Big South,18,13,0.581,0,0,0,2005-06,87,94,0.481,0,0,0,0,87,94,0.481,0,0,0,0
2011,David Boots,South Dakota,GWC,18,15,0.545,0,0,0,2009-10,40,25,0.615,0,0,0,0,40,25,0.615,0,0,0,0
2011,Dane Fife,Purdue Fort Wayne,Summit,18,12,0.6,0,0,0,2005-06,82,97,0.458,0,0,0,0,82,97,0.458,0,0,0,0
2011,Jason Hooten,Sam Houston,Southland,18,13,0.581,0,0,0,2010-11,18,13,0.581,0,0,0,0,18,13,0.581,0,0,0,0
2011,Larry Hunter,Western Carolina,Southern,18,15,0.545,0,0,0,2005-06,90,100,0.474,0,0,0,0,294,248,0.542,1,0,0,0
2011,Danny Kaspar,Stephen F. Austin,Southland,18,11,0.621,0,0,0,2000-01,199,124,0.616,1,0,0,0,199,124,0.616,1,0,0,0
2011,Jeff Lebo,East Carolina,CUSA,18,16,0.529,0,0,0,2010-11,18,16,0.529,0,0,0,0,229,172,0.571,0,0,0,0
2011,Randy Rahe,Weber State,Big Sky,18,14,0.562,0,0,0,2006-07,95,61,0.609,1,0,0,0,95,61,0.609,1,0,0,0
2011,Andrew Toole,Robert Morris,NEC,18,14,0.562,0,0,0,2010-11,18,14,0.562,0,0,0,0,18,14,0.562,0,0,0,0
2011,Don Verlin,Idaho,WAC,18,14,0.562,0,0,0,2008-09,50,46,0.521,0,0,0,0,50,46,0.521,0,0,0,0
2011,Bob Williams,UCSB,Big West,18,14,0.562,0,0,Lost Second Round,1998-99,217,170,0.561,3,0,0,0,217,170,0.561,3,0,0,0
2011,Tevester Anderson,Jackson State,SWAC,17,15,0.531,0,0,0,2003-04,131,128,0.506,1,0,0,0,234,180,0.565,3,0,0,0
2011,Todd Bozeman ,Morgan State,MEAC,17,14,0.548,0,0,0,2006-07,102,65,0.611,2,0,0,0,165,100,0.623,5,1,0,0
2011,Lewis Jackson,Alabama State,SWAC,17,18,0.486,0,0,Lost First Round,2005-06,97,92,0.513,2,0,0,0,97,92,0.513,2,0,0,0
2011,Ray McCallum,Detroit Mercy,Horizon,17,16,0.515,0,0,0,2008-09,44,53,0.454,0,0,0,0,214,202,0.514,2,0,0,0
2011,George Nessman,San Jose State,WAC,17,16,0.515,0,0,0,2005-06,68,119,0.364,0,0,0,0,68,119,0.364,0,0,0,0
2011,Scott Sanderson,Lipscomb,A-Sun,17,13,0.567,0,0,0,2002-03,136,133,0.506,0,0,0,0,136,133,0.506,0,0,0,0
2011,Matt Brown,Kansas City,Summit,16,14,0.533,0,0,0,2007-08,46,77,0.374,0,0,0,0,46,77,0.374,0,0,0,0
2011,Will Brown,Albany (NY),AEC,16,16,0.5,0,0,0,2001-02,129,165,0.439,2,0,0,0,129,165,0.439,2,0,0,0
2011,Jason Capel,Appalachian State,Southern,16,15,0.516,0,0,0,2010-11,16,15,0.516,0,0,0,0,16,15,0.516,0,0,0,0
2011,Charlie Coles,Miami (OH),MAC,16,17,0.485,0,0,0,1996-97,257,205,0.556,3,1,0,0,348,290,0.545,4,1,0,0
2011,Doug Davalos,Texas State,Southland,16,16,0.5,0,0,0,2006-07,67,84,0.444,0,0,0,0,67,84,0.444,0,0,0,0
2011,Kermit Davis Jr,Middle Tennessee,Sun Belt,16,16,0.5,0,0,0,2002-03,153,126,0.548,0,0,0,0,224,176,0.56,2,0,0,0
2011,Fred Hoiberg,Iowa State,Big 12,16,16,0.5,0,0,0,2010-11,16,16,0.5,0,0,0,0,16,16,0.5,0,0,0,0
2011,Marvin Menzies,New Mexico State,WAC,16,17,0.485,0,0,0,2007-08,76,58,0.567,1,0,0,0,76,58,0.567,1,0,0,0
2011,Fang Mitchell,Coppin State,MEAC,16,14,0.533,0,0,0,1986-87,395,357,0.525,4,0,0,0,395,357,0.525,4,0,0,0
2011,Barclay Radebaugh,Charleston Southern,Big South,16,16,0.5,0,0,0,2005-06,69,111,0.383,0,0,0,0,69,111,0.383,0,0,0,0
2011,Brett Reed,Lehigh,Patriot,16,15,0.516,0,0,0,2007-08,67,55,0.549,1,0,0,0,67,55,0.549,1,0,0,0
2011,Jeff Reynolds,Air Force,MWC,16,16,0.5,0,0,0,2007-08,52,72,0.419,0,0,0,0,52,72,0.419,0,0,0,0
2011,Mark Schmidt,St. Bonaventure,A-10,16,15,0.516,0,0,0,2007-08,54,68,0.443,0,0,0,0,136,158,0.463,0,0,0,0
2011,John Shulman,Chattanooga,Southern,16,16,0.5,0,0,0,2004-05,121,106,0.533,2,0,0,0,121,106,0.533,2,0,0,0
2011,Marty Simmons,Evansville,MVC,16,16,0.5,0,0,0,2007-08,51,72,0.415,0,0,0,0,51,72,0.415,0,0,0,0
2011,Jim Whitesell,Loyola (IL),Horizon,16,15,0.516,0,0,0,2004-05,109,107,0.505,0,0,0,0,109,107,0.505,0,0,0,0
2011,Glenn Braica,St. Francis (NY),NEC,15,15,0.5,0,0,0,2010-11,15,15,0.5,0,0,0,0,15,15,0.5,0,0,0,0
2011,Joe Callero,Cal Poly,Big West,15,15,0.5,0,0,0,2009-10,27,34,0.443,0,0,0,0,27,34,0.443,0,0,0,0
2011,Keno Davis,Providence,Big East,15,17,0.469,0,0,0,2008-09,46,50,0.479,0,0,0,0,74,55,0.574,1,0,0,0
2011,Johnny Dawkins Jr,Stanford,Pac-10,15,16,0.484,0,0,0,2008-09,49,48,0.505,0,0,0,0,49,48,0.505,0,0,0,0
2011,Matthew Driscoll,North Florida,A-Sun,15,19,0.441,0,0,0,2009-10,28,37,0.431,0,0,0,0,28,37,0.431,0,0,0,0
2011,Jerry Eaves,North Carolina A&T,MEAC,15,17,0.469,0,0,0,2003-04,87,160,0.352,0,0,0,0,87,160,0.352,0,0,0,0
2011,Jim Engles,NJIT,GWC,15,15,0.5,0,0,0,2008-09,26,66,0.283,0,0,0,0,26,66,0.283,0,0,0,0
2011,John Giannini,La Salle,A-10,15,18,0.455,0,0,0,2004-05,98,115,0.46,0,0,0,0,223,226,0.497,0,0,0,0
2011,Bob Hoffman,Mercer,A-Sun,15,18,0.455,0,0,0,2008-09,48,50,0.49,0,0,0,0,116,127,0.477,0,0,0,0
2011,James Jones,Yale,Ivy,15,13,0.536,0,0,0,1999-00,157,181,0.464,0,0,0,0,157,181,0.464,0,0,0,0
2011,Derek Kellogg,UMass,A-10,15,15,0.5,0,0,0,2008-09,39,53,0.424,0,0,0,0,39,53,0.424,0,0,0,0
2011,Sidney Lowe,NC State,ACC,15,16,0.484,0,0,0,2006-07,86,78,0.524,0,0,0,0,86,78,0.524,0,0,0,0
2011,LeVelle Moton,North Carolina Central,Ind,15,15,0.5,0,0,0,2009-10,22,37,0.373,0,0,0,0,22,37,0.373,0,0,0,0
2011,Jeff Neubauer,Eastern Kentucky,OVC,15,16,0.484,0,0,0,2005-06,102,86,0.543,1,0,0,0,102,86,0.543,1,0,0,0
2011,Tom Parrotta,Canisius,MAAC,15,15,0.5,0,0,0,2006-07,59,96,0.381,0,0,0,0,59,96,0.381,0,0,0,0
2011,Jimmy Patsos,Loyola (MD),MAAC,15,15,0.5,0,0,0,2004-05,98,114,0.462,0,0,0,0,98,114,0.462,0,0,0,0
2011,Steve Pikiell,Stony Brook,AEC,15,17,0.469,0,0,0,2005-06,73,108,0.403,0,0,0,0,73,108,0.403,0,0,0,0
2011,Mike Rice Jr,Rutgers,Big East,15,17,0.469,0,0,0,2010-11,15,17,0.469,0,0,0,0,88,48,0.647,2,0,0,0
2011,Kyle Smith,Columbia,Ivy,15,13,0.536,0,0,0,2010-11,15,13,0.536,0,0,0,0,15,13,0.536,0,0,0,0
2011,Ted Woodward,Maine,AEC,15,15,0.5,0,0,0,2004-05,88,119,0.425,0,0,0,0,88,119,0.425,0,0,0,0
2011,Jim Yarbrough,Southeastern Louisiana,Southland,15,14,0.517,0,0,0,2005-06,96,82,0.539,0,0,0,0,96,82,0.539,0,0,0,0
2011,Bobby Braswell,Cal State Northridge,Big West,14,18,0.438,0,0,0,1996-97,230,220,0.511,2,0,0,0,230,220,0.511,2,0,0,0
2011,Jeff Capel III ,Oklahoma,Big 12,14,18,0.438,0,0,0,2006-07,96,69,0.582,2,1,0,0,175,110,0.614,3,1,0,0
2011,Steve Cleveland,Fresno State,WAC,14,17,0.452,0,0,0,2005-06,92,98,0.484,0,0,0,0,230,206,0.528,3,0,0,0
2011,John Cooper,Tennessee State,OVC,14,16,0.467,0,0,0,2009-10,23,39,0.371,0,0,0,0,23,39,0.371,0,0,0,0
2011,Tyler Geving,Portland State,Big Sky,14,16,0.467,0,0,0,2009-10,27,35,0.435,0,0,0,0,27,35,0.435,0,0,0,0
2011,Bob Marlin,Louisiana,Sun Belt,14,15,0.483,0,0,0,2010-11,14,15,0.483,0,0,0,0,239,146,0.621,2,0,0,0
2011,Matt Matheny,Elon,Southern,14,17,0.452,0,0,0,2009-10,23,40,0.365,0,0,0,0,23,40,0.365,0,0,0,0
2011,Saul Phillips,North Dakota State,Summit,14,15,0.483,0,0,0,2007-08,67,53,0.558,1,0,0,0,67,53,0.558,1,0,0,0
2011,J.P. Piper,Nicholls State,Southland,14,14,0.5,0,0,0,2004-05,78,126,0.382,0,0,0,0,78,126,0.382,0,0,0,0
2011,Monte Ross,Delaware,CAA,14,17,0.452,0,0,0,2006-07,53,103,0.34,0,0,0,0,53,103,0.34,0,0,0,0
2011,Brian Wardle,Green Bay,Horizon,14,18,0.438,0,0,0,2010-11,14,18,0.438,0,0,0,0,14,18,0.438,0,0,0,0
2011,Jerome Allen,Penn,Ivy,13,15,0.464,0,0,0,2009-10,19,30,0.388,0,0,0,0,19,30,0.388,0,0,0,0
2011,Jim Boylen,Utah,MWC,13,18,0.419,0,0,0,2007-08,69,60,0.535,1,0,0,0,69,60,0.535,1,0,0,0
2011,Mitch Buonaguro,Siena,MAAC,13,18,0.419,0,0,0,2010-11,13,18,0.419,0,0,0,0,85,121,0.413,2,0,0,0
2011,David Carter,Nevada,WAC,13,19,0.406,0,0,0,2009-10,34,32,0.515,0,0,0,0,34,32,0.515,0,0,0,0
2011,Ed Conroy,Tulane,CUSA,13,17,0.433,0,0,0,2010-11,13,17,0.433,0,0,0,0,62,93,0.4,0,0,0,0
2011,Scott Cross,UT Arlington,Southland,13,16,0.448,0,0,0,2006-07,79,73,0.52,1,0,0,0,79,73,0.52,1,0,0,0
2011,Dan Hurley,Wagner,NEC,13,17,0.433,0,0,0,2010-11,13,17,0.433,0,0,0,0,13,17,0.433,0,0,0,0
2011,Brad Huse,Montana State,Big Sky,13,18,0.419,0,0,0,2006-07,68,83,0.45,0,0,0,0,68,83,0.45,0,0,0,0
2011,Pat Knight,Texas Tech,Big 12,13,19,0.406,0,0,0,2007-08,50,61,0.45,0,0,0,0,50,61,0.45,0,0,0,0
2011,Gregg Nibert,Presbyterian,Big South,13,18,0.419,0,0,0,2007-08,35,86,0.289,0,0,0,0,35,86,0.289,0,0,0,0
2011,Fran O'Hanlon,Lafayette,Patriot,13,19,0.406,0,0,0,1995-96,225,243,0.481,2,0,0,0,225,243,0.481,2,0,0,0
2011,Randy Peele,Winthrop,Big South,13,17,0.433,0,0,0,2007-08,65,62,0.512,2,0,0,0,111,131,0.459,3,0,0,0
2011,Buzz Peterson,UNC Wilmington,CAA,13,18,0.419,0,0,0,2010-11,13,18,0.419,0,0,0,0,238,165,0.591,1,0,0,0
2011,Vann Pettaway,Alabama A&M,SWAC,13,15,0.464,0,0,0,1998-99,172,196,0.467,1,0,0,0,172,196,0.467,1,0,0,0
2011,Mark Phelps,Drake,MVC,13,18,0.419,0,0,0,2008-09,44,53,0.454,0,0,0,0,44,53,0.454,0,0,0,0
2011,Steve Roccaforte,Lamar,Southland,13,17,0.433,0,0,0,2006-07,76,78,0.494,0,0,0,0,76,78,0.494,0,0,0,0
2011,Joe Scott,Denver,Sun Belt,13,17,0.433,0,0,0,2007-08,58,65,0.472,0,0,0,0,147,173,0.459,1,0,0,0
2011,Russ Turner,UC-Irvine,Big West,13,19,0.406,0,0,0,2010-11,13,19,0.406,0,0,0,0,13,19,0.406,0,0,0,0
2011,Kevin Willard,Seton Hall,Big East,13,18,0.419,0,0,0,2010-11,13,18,0.419,0,0,0,0,58,67,0.464,0,0,0,0
2011,Sean Woods,Mississippi Valley State,SWAC,13,19,0.406,0,0,0,2008-09,29,67,0.302,0,0,0,0,29,67,0.302,0,0,0,0
2011,Ronnie Arrow,South Alabama,Sun Belt,12,16,0.429,0,0,0,1987-88,189,144,0.568,3,0,0,0,284,193,0.595,4,0,0,0
2011,Tom Asbury,Pepperdine,WCC,12,21,0.364,0,0,0,1988-89,153,127,0.546,3,0,0,0,238,215,0.525,4,0,0,0
2011,Rod Barnes,Georgia State,CAA,12,19,0.387,0,0,0,2007-08,45,80,0.36,0,0,0,0,186,189,0.496,3,1,0,0
2011,Horace Broadnax,Savannah State,Ind,12,18,0.4,0,0,0,2005-06,65,111,0.369,0,0,0,0,107,199,0.35,0,0,0,0
2011,Scott Cherry,High Point,Big South,12,19,0.387,0,0,0,2009-10,27,34,0.443,0,0,0,0,27,34,0.443,0,0,0,0
2011,James Dickey,Houston,CUSA,12,18,0.4,0,0,0,2010-11,12,18,0.4,0,0,0,0,178,142,0.556,2,1,0,0
2011,Anthony Evans,Norfolk State,MEAC,12,20,0.375,0,0,0,2007-08,52,72,0.419,0,0,0,0,52,72,0.419,0,0,0,0
2011,Mike Gillian,Longwood,Ind,12,19,0.387,0,0,0,2004-05,70,146,0.324,0,0,0,0,70,146,0.324,0,0,0,0
2011,Eugene Harris,Florida A&M,MEAC,12,20,0.375,0,0,0,2007-08,46,80,0.365,0,0,0,0,46,80,0.365,0,0,0,0
2011,Bill Herrion,New Hampshire,AEC,12,18,0.4,0,0,0,2005-06,70,108,0.393,0,0,0,0,307,277,0.526,3,0,0,0
2011,Jason James,UT-Martin,OVC,12,21,0.364,0,0,0,2009-10,16,46,0.258,0,0,0,0,16,46,0.258,0,0,0,0
2011,Tim Jankovich,Illinois State,MVC,12,19,0.387,0,0,0,2007-08,83,50,0.624,0,0,0,0,136,107,0.56,0,0,0,0
2011,Robbie Laing,Campbell,A-Sun,12,19,0.387,0,0,0,2003-04,84,150,0.359,0,0,0,0,84,150,0.359,0,0,0,0
2011,Kerry Rupp,Louisiana Tech,WAC,12,20,0.375,0,0,0,2007-08,57,73,0.438,0,0,0,0,66,77,0.462,1,0,0,0
2011,Jimmy Tillette,Samford,Southern,12,19,0.387,0,0,0,1997-98,218,200,0.522,2,0,0,0,218,200,0.522,2,0,0,0
2011,Robert Washington,Grambling,SWAC,12,21,0.364,0,0,0,2009-10,19,42,0.311,0,0,0,0,19,42,0.311,0,0,0,0
2011,Jim Wooldridge,UC-Riverside,Big West,12,19,0.387,0,0,0,2007-08,50,70,0.417,0,0,0,0,231,259,0.471,1,0,0,0
2011,Jesse Agel,Brown,Ivy,11,17,0.393,0,0,0,2008-09,31,56,0.356,0,0,0,0,31,56,0.356,0,0,0,0
2011,Tony Barbee,Auburn,SEC,11,20,0.355,0,0,0,2010-11,11,20,0.355,0,0,0,0,93,72,0.564,1,0,0,0
2011,Dave Bike,Sacred Heart,NEC,11,18,0.379,0,0,0,1999-00,131,217,0.376,0,0,0,0,131,217,0.376,0,0,0,0
2011,Robert Burke,Mount St. Mary's,NEC,11,21,0.344,0,0,0,2010-11,11,21,0.344,0,0,0,0,11,21,0.344,0,0,0,0
2011,Bob Burton,Cal State Fullerton,Big West,11,20,0.355,0,0,0,2003-04,134,112,0.545,1,0,0,0,134,112,0.545,1,0,0,0
2011,Jim Christian,TCU,MWC,11,22,0.333,0,0,0,2008-09,38,58,0.396,0,0,0,0,175,117,0.599,2,0,0,0
2011,Bill Coen,Northeastern,CAA,11,20,0.355,0,0,0,2006-07,77,82,0.484,0,0,0,0,77,82,0.484,0,0,0,0
2011,Cameron Dollar,Seattle,Ind,11,20,0.355,0,0,0,2009-10,28,34,0.452,0,0,0,0,28,34,0.452,0,0,0,0
2011,John Gallagher,Hartford,AEC,11,20,0.355,0,0,0,2010-11,11,20,0.355,0,0,0,0,11,20,0.355,0,0,0,0
2011,Max Good,Loyola Marymount,WCC,11,21,0.344,0,0,0,2008-09,32,62,0.34,0,0,0,0,141,200,0.413,0,0,0,0
2011,Chris Holtmann,Gardner-Webb,Big South,11,21,0.344,0,0,0,2010-11,11,21,0.344,0,0,0,0,11,21,0.344,0,0,0,0
2011,Billy Lange,Navy,Patriot,11,20,0.355,0,0,0,2004-05,92,115,0.444,0,0,0,0,92,115,0.444,0,0,0,0
2011,Roger Reid,Southern Utah,Summit,11,19,0.367,0,0,0,2007-08,40,80,0.333,0,0,0,0,192,157,0.55,5,0,0,0
2011,Craig Robinson,Oregon State,Pac-10,11,20,0.355,0,0,0,2008-09,43,56,0.434,0,0,0,0,73,84,0.465,0,0,0,0
2011,Zach Spiker,Army,Patriot,11,19,0.367,0,0,0,2009-10,25,34,0.424,0,0,0,0,25,34,0.424,0,0,0,0
2011,Isiah Thomas III,Florida International,Sun Belt,11,19,0.367,0,0,0,2009-10,18,44,0.29,0,0,0,0,18,44,0.29,0,0,0,0
